32124,"Pharmacy technicians",3500,1410,690,720,2
21223,"Database analysts and data administrators",2780,1380,640,750,1
31203,"Occupational therapists",3160,1360,720,640,1
31300,"Nursing coordinators and supervisors",2180,1360,550,810,1
50012,"Recreation, sports and fitness program and service directors",2710,1350,450,890,0
21202,"Urban and land use planners",3210,1290,510,770,1
11103,"Securities agents, investment dealers and brokers",3020,1220,370,850,1
20011,"Architecture and science managers",2140,1200,380,820,0
32103,"Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",2070,1020,550,470,2
32109,"Other technical occupations in therapy and assessment",2350,970,520,460,2
31200,Psychologists,2100,890,410,480,1
72602,"Deck officers, water transport",2100,880,360,520,2
40011,"Government managers - economic analysis, policy development and program administration",1520,850,170,680,0
21211,"Data scientists",2190,840,600,240,1
31101,"Specialists in surgery",1840,830,420,410,1
31121,"Dietitians and nutritionists",1670,790,390,400,1
31103,Veterinarians,1700,760,300,460,1
32100,Opticians,1530,740,280,460,2
21220,"Cybersecurity specialists",1530,730,390,340,1
31112,"Audiologists and speech-language pathologists",1620,720,310,410,1
12202,"Insurance underwriters",1740,680,300,380,2
00010,Legislators,1250,680,180,490,0
21399,"Other professional engineers",1770,660,310,350,1
40010,"Government managers - health and social policy development and program administration",1200,610,110,500,0
31201,Chiropractors,1240,600,220,380,1
51112,"Technical writers",1190,580,280,300,1
21321,"Industrial and manufacturing engineers",1430,570,270,310,1
21203,"Land surveyors",1300,570,300,270,1
32122,"Medical sonographers",1150,560,280,270,2
43203,"Border services, customs, and immigration officers",1400,550,270,280,3
32200,"Traditional Chinese medicine practitioners and acupuncturists",1380,540,250,280,2
21331,"Geological engineers",1260,460,290,170,1
40041,"Fire chiefs and senior firefighting officers",490,390,70,320,0
32123,"Cardiology technologists and electrophysiological diagnostic technologists",820,390,220,170,2
31111,Optometrists,780,390,140,240,1
31302,"Nurse practitioners",840,360,200,150,1
31209,"Other professional occupations in health diagnosing and treating",810,350,140,210,1
70021,"Postal and courier services managers",640,340,100,230,0
12111,"Health information management occupations",570,340,130,210,2
41310,"Police investigators and other investigative occupations",480,280,80,200,1
31303,"Physician assistants, midwives and allied health professionals",310,140,70,70,1
40040,"Commissioned police officers and related occupations in public protection services",150,130,30,110,0
72603,"Engineer officers, water transport",170,80,30,50,2
